Population-name,Population,Transect,Individual,Elevation,Treatment,thermal-limit,CT-value,TL,BL,STAGE,Year,Days,Month,HabTemp,sdhab
Paccha,1700m,Transect2,PACLTX012,P6,20C,Ctmax,39.7,23,8,33,Y2015,7,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACLTX013,P6,20C,Ctmax,39.3,15,5,25,Y2015,7,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACLTX014,P6,20C,Ctmax,39.6,22,7,32,Y2015,7,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACLTX015,P6,20C,Ctmax,39.7,23,8,33,Y2015,7,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACLTX016,P6,20C,Ctmax,40,20,7,28,Y2015,7,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX001,P6,24C,Ctmax,40.2,13,6,26,Y2015,8,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX002,P6,24C,Ctmax,40.9,11,5,25,Y2015,8,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX003,P6,24C,Ctmax,40,11,5,25,Y2015,8,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX004,P6,24C,Ctmax,40.5,13,5,26,Y2015,8,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX005,P6,24C,Ctmax,39.9,17,6,28,Y2015,9,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX006,P6,24C,Ctmax,40.2,12,4,25,Y2015,9,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX007,P6,24C,Ctmax,40.7,11,4.5,25,Y2015,9,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX008,P6,24C,Ctmax,40.1,13,5,25,Y2015,9,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX009,P6,24C,Ctmax,40.3,13,5,25,Y2015,9,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX010,P6,24C,Ctmax,40.4,13,5,25,Y2015,9,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX011,P6,24C,Ctmax,40.7,15,5,25,Y2015,9,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX012,P6,24C,Ctmax,40.6,13,5,26,Y2015,9,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX013,P6,24C,Ctmax,39.9,13,5,25,Y2015,12,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX015,P6,24C,Ctmax,40.3,16,6,26,Y2015,12,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX016,P6,24C,Ctmax,40.2,13,5,25,Y2015,12,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX017,P6,24C,Ctmax,39.9,12,4,25,Y2015,12,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX018,P6,24C,Ctmax,40.2,16,6,26,Y2015,12,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX019,P6,24C,Ctmax,40,16,5,25,Y2015,12,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX020,P6,24C,Ctmax,40.3,12,4.5,25,Y2015,12,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX022,P6,24C,Ctmax,40,18,6.5,28,Y2015,6,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX024,P6,24C,Ctmax,40.5,15,6,26,Y2015,6,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX025,P6,24C,Ctmax,40.2,13,5,25,Y2015,6,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX026,P6,24C,Ctmax,40.3,19,6,26,Y2015,6,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX027,P6,24C,Ctmax,39.8,21,7,30,Y2015,6,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACMIDX028,P6,24C,Ctmax,39.5,12,5,25,Y2015,6,March,19.52651,0.02248857
Saracay,300m,Transect2,SARHTX001,P2,28C,Ctmax,41.3,16,6,28,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX002,P2,28C,Ctmax,41.1,15,5.5,26,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX003,P2,28C,Ctmax,40.9,19,7,32,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX004,P2,28C,Ctmax,40.8,20,7,30,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX005,P2,28C,Ctmax,40.3,22,7,30,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX006,P2,28C,Ctmax,40.8,16,5.5,26,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX007,P2,28C,Ctmax,40.7,14,5,26,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX008,P2,28C,Ctmax,41,15,5,26,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX009,P2,28C,Ctmax,40.3,13,5,25,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX010,P2,28C,Ctmax,40,13,5,25,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX011,P2,28C,Ctmax,40.2,15,5,26,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX012,P2,28C,Ctmax,40.9,14,5,25,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX013,P2,28C,Ctmax,41,19,7,31,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX014,P2,28C,Ctmax,40.7,13,5,26,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX015,P2,28C,Ctmax,40.8,23,8,34,Y2015,11,February,NA,NA
Saracay,300m,Transect2,SARHTX019,P2,28C,Ctmax,40.7,16,6,26,Y2015,5,March,NA,NA
Saracay,300m,Transect2,SARHTX020,P2,28C,Ctmax,40.7,18,6,29,Y2015,5,March,NA,NA
Saracay,300m,Transect2,SARLTX001,P2,20C,Ctmax,40.1,20,7,33,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX002,P2,20C,Ctmax,39.9,13,5,26,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX003,P2,20C,Ctmax,39.6,13,5,25,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX004,P2,20C,Ctmax,39.3,13,5,25,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX005,P2,20C,Ctmax,40,13,5,25,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX006,P2,20C,Ctmax,39.9,14.5,5,26,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX007,P2,20C,Ctmax,39.8,12,4,25,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX008,P2,20C,Ctmax,39.6,14,5,26,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX009,P2,20C,Ctmax,40.1,16,6,26,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX010,P2,20C,Ctmax,39.9,15,5.5,27,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX011,P2,20C,Ctmax,39.7,21,7,32,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARLTX012,P2,20C,Ctmax,39.3,12,4,25,Y2015,9,February,NA,NA
Saracay,300m,Transect2,SARMIDX001,P2,24C,Ctmax,39.9,20,7,29,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX003,P2,24C,Ctmax,39.9,17,6,29,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX004,P2,24C,Ctmax,40.5,11,4,25,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX005,P2,24C,Ctmax,40.2,13,5,25,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX006,P2,24C,Ctmax,40.3,16,6,28,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX007,P2,24C,Ctmax,40.1,12,5,25,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX008,P2,24C,Ctmax,40.5,10,5,25,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX009,P2,24C,Ctmax,40.6,17,6,29,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX010,P2,24C,Ctmax,40.6,10,4,25,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX011,P2,24C,Ctmax,39.9,14,5,25,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX012,P2,24C,Ctmax,40.6,19,7,29,Y2015,7,February,NA,NA
Saracay,300m,Transect2,SARMIDX013,P2,24C,Ctmax,40.6,13,5,25,Y2015,6,March,NA,NA
Saracay,300m,Transect2,SARMIDX014,P2,24C,Ctmax,40.3,16,6,28,Y2015,6,March,NA,NA
Saracay,300m,Transect2,SARMIDX015,P2,24C,Ctmax,40.5,25,8,38,Y2015,6,March,NA,NA
Saracay,300m,Transect2,SARMIDX016,P2,24C,Ctmax,39.8,16,6,29,Y2015,6,March,NA,NA
Saracay,300m,Transect2,SARMIDX017,P2,24C,Ctmax,40.1,16,6,27,Y2015,6,March,NA,NA
Saracay,300m,Transect2,SARMIDX018,P2,24C,Ctmax,40.4,16,5.5,28,Y2015,6,March,NA,NA
Saracay,300m,Transect2,SARMIDX020,P2,24C,Ctmax,40.3,15,6,26,Y2015,6,March,NA,NA
Jubones,200m,Transect1,JUBHTN001,P1,28C,Ctmin,7.9,20,7,27,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN002,P1,28C,Ctmin,8.3,25,8.5,36,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN003,P1,28C,Ctmin,10.7,23,8,28,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN004,P1,28C,Ctmin,10,25,8,36,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN005,P1,28C,Ctmin,9.8,21,7,29,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN006,P1,28C,Ctmin,10.8,22,7,28,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN007,P1,28C,Ctmin,10.2,17,6,28,Y2014,12,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN008,P1,28C,Ctmin,9.5,17,6,27,Y2014,12,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN009,P1,28C,Ctmin,9,24,8,29,Y2014,12,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN010,P1,28C,Ctmin,9.2,21,7.5,28,Y2014,12,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN011,P1,28C,Ctmin,10.2,23,8,30,Y2014,12,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN012,P1,28C,Ctmin,8.6,25,7,33,Y2014,12,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN019,P1,28C,Ctmin,10,24,8,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN020,P1,28C,Ctmin,9,23,7,31,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN022,P1,28C,Ctmin,10.3,22,8,30,Y2014,14,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN023,P1,28C,Ctmin,9.3,24,8,30,Y2014,14,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN024,P1,28C,Ctmin,10.9,25,8.5,34,Y2014,14,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN025,P1,28C,Ctmin,9.1,28,9,35,Y2014,14,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN026,P1,28C,Ctmin,9,26,9,35,Y2014,14,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN027,P1,28C,Ctmin,8.6,22,7,33,Y2014,14,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN028,P1,28C,Ctmin,8.1,19,7,27,Y2014,14,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN029,P1,28C,Ctmin,7.7,21,7,27,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN030,P1,28C,Ctmin,9.2,19,6,28,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN031,P1,28C,Ctmin,9.6,17,6,26,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN032,P1,28C,Ctmin,8.6,15,5,25,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN033,P1,28C,Ctmin,8.4,21,8,28,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN034,P1,28C,Ctmin,8.2,18,6,27,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN035,P1,28C,Ctmin,7.9,15,6,25,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN036,P1,28C,Ctmin,9,15,6,26,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN037,P1,28C,Ctmin,8.7,16,6,26,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN038,P1,28C,Ctmin,9,15,6,25,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN039,P1,28C,Ctmin,8.2,20,8,28,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBHTN040,P1,28C,Ctmin,8.4,20,8,25,Y2015,6,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN001,P1,20C,Ctmin,7,26,8,31,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN002,P1,20C,Ctmin,7,27,8,31,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN003,P1,20C,Ctmin,7.1,28,8.5,36,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN005,P1,20C,Ctmin,8,27,8,30,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN006,P1,20C,Ctmin,8.1,21,7.5,28,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN007,P1,20C,Ctmin,7.7,23,7,30,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN008,P1,20C,Ctmin,7.8,26,8,31,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN009,P1,20C,Ctmin,7.6,22,8,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN010,P1,20C,Ctmin,7.5,21,7,28,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN011,P1,20C,Ctmin,8.2,23,8,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN012,P1,20C,Ctmin,7.4,26,9,30,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN013,P1,20C,Ctmin,7.2,25,8,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN014,P1,20C,Ctmin,7.1,24,7,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN015,P1,20C,Ctmin,7.9,24,8,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN016,P1,20C,Ctmin,7.4,24,8,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN017,P1,20C,Ctmin,8.5,20,8,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN018,P1,20C,Ctmin,8.1,23,7,30,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN019,P1,20C,Ctmin,8,24,8,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN020,P1,20C,Ctmin,7.5,25,8,31,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN022,P1,20C,Ctmin,7.4,15,7,29,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN023,P1,20C,Ctmin,6.6,28,9,34,Y2014,13,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN024,P1,20C,Ctmin,7.5,23,8,29,Y2014,14,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN025,P1,20C,Ctmin,7.4,28,9,33,Y2014,14,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN026,P1,20C,Ctmin,7.6,14,5,25,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN027,P1,20C,Ctmin,6.9,16,6,25,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN028,P1,20C,Ctmin,6.7,14,5,25,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN029,P1,20C,Ctmin,7.3,19,7,29,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN030,P1,20C,Ctmin,7.4,11,5,25,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN031,P1,20C,Ctmin,9.6,13,5,25,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN032,P1,20C,Ctmin,7.9,20,7,28,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN033,P1,20C,Ctmin,7.1,19,7,28,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN034,P1,20C,Ctmin,7.8,15,6,25,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN035,P1,20C,Ctmin,6.7,14,5,25,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN036,P1,20C,Ctmin,7.6,13,5,25,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN037,P1,20C,Ctmin,7.1,15,5,25,Y2015,7,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN038,P1,20C,Ctmin,9.6,15,6,25,Y2015,8,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBLTN039,P1,20C,Ctmin,9.2,19,6,25,Y2015,9,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN001,P1,24C,Ctmin,7.8,25,8,34,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN002,P1,24C,Ctmin,7.3,22,8,29,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN004,P1,24C,Ctmin,8,24,8,34,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN005,P1,24C,Ctmin,7.9,26,8,34,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN006,P1,24C,Ctmin,7.1,27,9,34,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN007,P1,24C,Ctmin,7.8,25,8,33,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN008,P1,24C,Ctmin,7.7,25,9,31,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN009,P1,24C,Ctmin,7.8,23,8,34,Y2014,12,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN010,P1,24C,Ctmin,7.7,27,8.5,33,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN011,P1,24C,Ctmin,7.7,24,8,33,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN012,P1,24C,Ctmin,7.5,26,8.5,34,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMDN015,P1,24C,Ctmin,7.7,27,9,34,Y2014,11,May,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN020,P1,24C,Ctmin,8.3,16,6,25,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN022,P1,24C,Ctmin,8.2,18,6,25,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN023,P1,24C,Ctmin,9.1,20,8,29,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN024,P1,24C,Ctmin,9.6,11,4,25,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN025,P1,24C,Ctmin,9.8,16,6,27,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN026,P1,24C,Ctmin,8.9,12,4,25,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN027,P1,24C,Ctmin,8.2,25,6,26,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN028,P1,24C,Ctmin,7.9,17,7,27,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN029,P1,24C,Ctmin,7.4,18,6,28,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN030,P1,24C,Ctmin,9.5,13,6,25,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN032,P1,24C,Ctmin,8.1,26,9,36,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN033,P1,24C,Ctmin,10,15,7,26,Y2015,5,January,23.49904,0.50666972
Jubones,200m,Transect1,JUBMIDN034,P1,24C,Ctmin,9.6,19,7,28,Y2015,5,January,23.49904,0.50666972
SanSebastian,800m,Transect1,SEBHTN001,P3,28C,Ctmin,10,20,7,27,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN002,P3,28C,Ctmin,9.3,26,8.5,36,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN003,P3,28C,Ctmin,10.8,18,6,27,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN004,P3,28C,Ctmin,10.1,18,6,27,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN005,P3,28C,Ctmin,10.5,29,8.5,36,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN005,P3,28C,Ctmin,9.3,22,8,29,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN006,P3,28C,Ctmin,8.7,22,8,33,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN007,P3,28C,Ctmin,9.1,24,9,29,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN008,P3,28C,Ctmin,8.9,25,9,36,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN009,P3,28C,Ctmin,9.1,19,7,29,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN010,P3,28C,Ctmin,10.3,24,9,36,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN011,P3,28C,Ctmin,9.9,18,7,28,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN012,P3,28C,Ctmin,9.3,21,8,29,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN013,P3,28C,Ctmin,9.2,22.5,8.5,36,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN014,P3,28C,Ctmin,8.9,22,8,30,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN015,P3,28C,Ctmin,9.1,19,7,28,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN016,P3,28C,Ctmin,8.2,21,8,30,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN017,P3,28C,Ctmin,9.4,20,7,29,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN018,P3,28C,Ctmin,10.4,15,5,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN019,P3,28C,Ctmin,9.1,20,7,29,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN020,P3,28C,Ctmin,9.1,20,7,30,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN021,P3,28C,Ctmin,9.5,21,NA,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN022,P3,28C,Ctmin,8.6,18,6,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN023,P3,28C,Ctmin,9.2,18,6,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN024,P3,28C,Ctmin,10.2,18,7,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN025,P3,28C,Ctmin,8.2,21,7,31,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN027,P3,28C,Ctmin,9.2,19,NA,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBHTN026,P3,28C,Ctmin,9.5,18,7,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN001,P3,20C,Ctmin,8.1,25,10,36,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN002,P3,20C,Ctmin,7.1,23,8,29,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN003,P3,20C,Ctmin,7.3,12,4,25,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN005,P3,20C,Ctmin,8.1,16,6,26,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN007,P3,20C,Ctmin,8.1,21,8,29,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN008,P3,20C,Ctmin,8.2,22,8,28,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN009,P3,20C,Ctmin,7,23,8,28,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN010,P3,20C,Ctmin,6.8,24,8,29,Y2014,13,May,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN011,P3,20C,Ctmin,7.8,21,8,28,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN012,P3,20C,Ctmin,7.8,25,9,37,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN013,P3,20C,Ctmin,7.7,22,8,31,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN014,P3,20C,Ctmin,7.3,20,7,28,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN015,P3,20C,Ctmin,7.9,19,9,29,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN016,P3,20C,Ctmin,7.7,22,8,34,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN017,P3,20C,Ctmin,7.9,17,6,26,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN018,P3,20C,Ctmin,8,26,9,36,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN022,P3,20C,Ctmin,7.4,15,6,26,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN023,P3,20C,Ctmin,8.2,19,6,25,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN024,P3,20C,Ctmin,8.5,11,5,25,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN025,P3,20C,Ctmin,10.1,18,8,30,Y2015,9,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN026,P3,20C,Ctmin,9.6,16,6,27,Y2015,9,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN028,P3,20C,Ctmin,10.5,18,7,28,Y2015,9,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN029,P3,20C,Ctmin,8,17,6,27,Y2015,9,March,22.22894,0.0251347
