Population-name,Population,Transect,Individual,Elevation,Treatment,thermal-limit,CT-value,TL,BL,STAGE,Year,Days,Month,HabTemp,sdhab
SanSebastian,800m,Transect1,SEBLTN030,P3,20C,Ctmin,7.5,18,6.5,27,Y2015,9,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN031,P3,20C,Ctmin,7.5,15,6,26,Y2015,9,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBLTN032,P3,20C,Ctmin,7.4,18,7,27,Y2015,9,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN002,P3,24C,Ctmin,8.5,20,8,33,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN003,P3,24C,Ctmin,8.8,16,5,25,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN004,P3,24C,Ctmin,10,15,6,27,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN005,P3,24C,Ctmin,8.9,20,8,31,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN006,P3,24C,Ctmin,8.4,17,8,29,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN007,P3,24C,Ctmin,8.8,15,6,26,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN008,P3,24C,Ctmin,8.4,21,8,33,Y2015,10,February,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN009,P3,24C,Ctmin,8.5,16,6,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN010,P3,24C,Ctmin,9.1,18,7,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN011,P3,24C,Ctmin,9.4,16,6,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN012,P3,24C,Ctmin,8.4,15,5,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN013,P3,24C,Ctmin,10.1,16,6,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN014,P3,24C,Ctmin,9.2,16,5.5,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN015,P3,24C,Ctmin,8.3,22,8,30,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN016,P3,24C,Ctmin,8.2,15,5,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN017,P3,24C,Ctmin,7.8,15,6,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN018,P3,24C,Ctmin,8.1,15,5,25,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN019,P3,24C,Ctmin,9,18,7,27,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN020,P3,24C,Ctmin,9.3,16,6,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN021,P3,24C,Ctmin,8.3,13,5,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN022,P3,24C,Ctmin,8.2,16,6,27,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN023,P3,24C,Ctmin,8.8,17,6,26,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN024,P3,24C,Ctmin,8.6,19,7,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN025,P3,24C,Ctmin,8.4,14,5,25,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN026,P3,24C,Ctmin,7.9,13,5,25,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN027,P3,24C,Ctmin,8.2,17,7,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN028,P3,24C,Ctmin,8.1,19,6,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN029,P3,24C,Ctmin,8.9,20,7,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN030,P3,24C,Ctmin,8.6,19,7,28,Y2015,8,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN031,P3,24C,Ctmin,8.9,16,6,26,Y2015,9,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN032,P3,24C,Ctmin,9,17,6,28,Y2015,9,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN033,P3,24C,Ctmin,9.4,23,7,27,Y2015,9,March,22.22894,0.0251347
SanSebastian,800m,Transect1,SEBMIDN034,P3,24C,Ctmin,9.6,15,6,26,Y2015,9,March,22.22894,0.0251347
Zharug,1600m,Transect1,ZHAHTN001,P5,28C,Ctmin,8.8,27,9,33,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN002,P5,28C,Ctmin,8.8,22,8.5,36,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN003,P5,28C,Ctmin,8.9,26,9,36,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN004,P5,28C,Ctmin,8.4,22,8,32,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN005,P5,28C,Ctmin,9.4,27,9,37,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN007,P5,28C,Ctmin,8.6,27,9.5,35,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN008,P5,28C,Ctmin,8.7,26,9,36,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN009,P5,28C,Ctmin,8.6,25,9,35,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN010,P5,28C,Ctmin,8.4,24,8,33,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN011,P5,28C,Ctmin,9,24,8,31,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN012,P5,28C,Ctmin,8.6,27,9,37,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN013,P5,28C,Ctmin,9,23,8.5,31,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN014,P5,28C,Ctmin,8.9,26,8.5,36,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN015,P5,28C,Ctmin,8.6,28,9,37,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN016,P5,28C,Ctmin,8.4,23,9,33,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN017,P5,28C,Ctmin,8.2,19,7,29,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN018,P5,28C,Ctmin,8.3,16,6,27,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN019,P5,28C,Ctmin,8.5,20,8,28,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN020,P5,28C,Ctmin,8.4,18,7,28,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN021,P5,28C,Ctmin,7.8,16,6,25,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN022,P5,28C,Ctmin,9.2,17,7,27,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN023,P5,28C,Ctmin,8,19,7,26,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN024,P5,28C,Ctmin,8.2,15,6,25,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN025,P5,28C,Ctmin,9,16,6,25,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN026,P5,28C,Ctmin,9,17,7,25,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN027,P5,28C,Ctmin,9,20,7.5,28,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN028,P5,28C,Ctmin,9.1,23,8,28,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAHTN029,P5,28C,Ctmin,9.4,18,8,27,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN001,P5,20C,Ctmin,7.4,25,9,29,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN002,P5,20C,Ctmin,6.8,23,8,29,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN003,P5,20C,Ctmin,6.3,25,9,29,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN004,P5,20C,Ctmin,7.1,25,9,31,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN005,P5,20C,Ctmin,6.4,24,8,29,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN006,P5,20C,Ctmin,6,25,9,28,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN008,P5,20C,Ctmin,7.4,21,7.5,28,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN010,P5,20C,Ctmin,7.2,25,9,29,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN011,P5,20C,Ctmin,6.8,28,9,34,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN012,P5,20C,Ctmin,7.3,31,9,36,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN013,P5,20C,Ctmin,7.9,28,10,36,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN014,P5,20C,Ctmin,6.7,26,10,31,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN015,P5,20C,Ctmin,7.2,25,9,35,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN017,P5,20C,Ctmin,6.1,27,9,32,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN018,P5,20C,Ctmin,6,23,8,31,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN019,P5,20C,Ctmin,6.3,25,8.5,29,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN020,P5,20C,Ctmin,6.4,28,9,36,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN021,P5,20C,Ctmin,7.3,27,10,34,Y2014,14,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN022,P5,20C,Ctmin,7.7,31,10,35,Y2014,14,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN023,P5,20C,Ctmin,7.7,14,6,25,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN024,P5,20C,Ctmin,7.1,15,6,26,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN025,P5,20C,Ctmin,6.9,18,7,28,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN026,P5,20C,Ctmin,6.7,16,6,25,Y2015,10,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN027,P5,20C,Ctmin,8,15,6,26,Y2015,11,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN028,P5,20C,Ctmin,6.3,20,8,28,Y2015,11,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN029,P5,20C,Ctmin,6.2,17,7,27,Y2015,11,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN030,P5,20C,Ctmin,8.2,16,6,26,Y2015,11,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN031,P5,20C,Ctmin,6.8,21,6,29,Y2015,11,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN032,P5,20C,Ctmin,7.2,22,7,29,Y2015,11,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN033,P5,20C,Ctmin,6.8,16,5,25,Y2015,11,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHALTN034,P5,20C,Ctmin,8.4,18,6,26,Y2015,11,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN001,P5,24C,Ctmin,8,24,8,30,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN002,P5,24C,Ctmin,8.4,30,9,38,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN003,P5,24C,Ctmin,7.7,27,9,35,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN005,P5,24C,Ctmin,7.2,26,9,31,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN006,P5,24C,Ctmin,7.3,24,8.5,34,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN007,P5,24C,Ctmin,8.4,22,9,34,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN008,P5,24C,Ctmin,8,27,9,36,Y2014,10,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN013,P5,24C,Ctmin,7.4,23,8,32,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN014,P5,24C,Ctmin,8,29,10,37,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN015,P5,24C,Ctmin,7.7,27,10,35,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN016,P5,24C,Ctmin,7.1,28,10,36,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN017,P5,24C,Ctmin,7.6,30,9,37,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN018,P5,24C,Ctmin,7.5,29,9,36,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN019,P5,24C,Ctmin,8.4,28,9,36,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN020,P5,24C,Ctmin,7.5,29,10,36,Y2014,11,May,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN021,P5,24C,Ctmin,7.7,14,6,26,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN022,P5,24C,Ctmin,7.9,15,5,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN023,P5,24C,Ctmin,8,17,6,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN024,P5,24C,Ctmin,8,16,6,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN025,P5,24C,Ctmin,8.6,16,6,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN026,P5,24C,Ctmin,8.8,16,7,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN027,P5,24C,Ctmin,8,20,8,28,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN028,P5,24C,Ctmin,8.4,16,7,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN029,P5,24C,Ctmin,8,17,6,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN030,P5,24C,Ctmin,7.6,13,5,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN031,P5,24C,Ctmin,7.8,13,5,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN032,P5,24C,Ctmin,7.5,17,5,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN033,P5,24C,Ctmin,9.7,16,6,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN034,P5,24C,Ctmin,7.5,17,7,26,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN035,P5,24C,Ctmin,7.5,16,7,25,Y2015,8,January,17.92014,0.72699787
Zharug,1600m,Transect1,ZHAMIDN036,P5,24C,Ctmin,8.9,20,8,29,Y2015,8,January,17.92014,0.72699787
Moromoro,900m,Transect2,MORHTN001,P4,28C,Ctmin,9.5,20,7,29,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN002,P4,28C,Ctmin,9.9,17,6,26,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN003,P4,28C,Ctmin,8.7,16,5.5,25,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN004,P4,28C,Ctmin,8.9,17,6,27,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN005,P4,28C,Ctmin,8.1,17,6,26,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN006,P4,28C,Ctmin,8.5,17,6,26,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN007,P4,28C,Ctmin,7.6,20,7,28,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN008,P4,28C,Ctmin,7.6,12,5,25,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN009,P4,28C,Ctmin,9.1,17,6,22,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN010,P4,28C,Ctmin,8,13,5,25,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN011,P4,28C,Ctmin,7.8,17,6,26,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN012,P4,28C,Ctmin,7.6,14,5,25,Y2015,10,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN013,P4,28C,Ctmin,8.1,13,5,25,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN014,P4,28C,Ctmin,8.3,12,4,25,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN015,P4,28C,Ctmin,8.5,15,5,25,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN016,P4,28C,Ctmin,9.4,14,5,25,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN017,P4,28C,Ctmin,7.1,17,6,27,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN018,P4,28C,Ctmin,8,14,6,26,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN019,P4,28C,Ctmin,7.4,15,5,26,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN020,P4,28C,Ctmin,8.9,15,5,26,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN021,P4,28C,Ctmin,8.3,12,4,25,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN022,P4,28C,Ctmin,9.2,17,5.5,26,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN023,P4,28C,Ctmin,9.3,15,5.5,26,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORHTN024,P4,28C,Ctmin,7.9,24,5.5,26,Y2015,5,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN001,P4,20C,Ctmin,8.3,15,5,25,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN002,P4,20C,Ctmin,7.7,17,6,27,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN003,P4,20C,Ctmin,7.6,15,5,26,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN004,P4,20C,Ctmin,7.9,20,7,27,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN005,P4,20C,Ctmin,8.2,15,5,25,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN006,P4,20C,Ctmin,7.2,14,5.5,25,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN007,P4,20C,Ctmin,7.6,19,7,29,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN008,P4,20C,Ctmin,8.7,16,5,27,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN009,P4,20C,Ctmin,8,17,6,25,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN010,P4,20C,Ctmin,7.6,18,6.5,28,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN011,P4,20C,Ctmin,7.1,20,7,27,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN012,P4,20C,Ctmin,7.5,18,6,27,Y2015,9,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN013,P4,20C,Ctmin,7.9,18,7,26,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN014,P4,20C,Ctmin,7.2,20,7,28,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN015,P4,20C,Ctmin,7.4,21,7.5,29,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN016,P4,20C,Ctmin,7.2,19,6,26,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN017,P4,20C,Ctmin,7.5,11,4,25,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN019,P4,20C,Ctmin,8.3,15,5,25,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN020,P4,20C,Ctmin,8,18,6,27,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN021,P4,20C,Ctmin,7.5,18,6.5,27,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN022,P4,20C,Ctmin,8.3,16,5,26,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN024,P4,20C,Ctmin,8.4,18,7,27,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORLTN025,P4,20C,Ctmin,8.3,20,7,28,Y2015,7,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN001,P4,24C,Ctmin,8.7,17,5,26,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN002,P4,24C,Ctmin,8.6,15,6,26,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN003,P4,24C,Ctmin,8.4,16,6,26,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN004,P4,24C,Ctmin,8.2,18,6,27,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN005,P4,24C,Ctmin,8.3,15,5,26,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN006,P4,24C,Ctmin,8,16,5,27,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN007,P4,24C,Ctmin,8.8,16,6,26,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN008,P4,24C,Ctmin,7.8,22,7,31,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN009,P4,24C,Ctmin,9.9,14,6,27,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN010,P4,24C,Ctmin,9.5,18,6,27,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN012,P4,24C,Ctmin,7.9,16,6,26,Y2015,8,February,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN013,P4,24C,Ctmin,7.7,12,4.5,25,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN014,P4,24C,Ctmin,7.6,13,4,25,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN015,P4,24C,Ctmin,7.4,14,5,26,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN016,P4,24C,Ctmin,7.3,15,6,26,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN017,P4,24C,Ctmin,8.4,14,5,25,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN018,P4,24C,Ctmin,7.5,19,7,26,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN019,P4,24C,Ctmin,7.4,21,6,27,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN020,P4,24C,Ctmin,9.3,12,4,25,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN021,P4,24C,Ctmin,8.2,15,5,26,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN022,P4,24C,Ctmin,7.9,19,7,26,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN023,P4,24C,Ctmin,7.3,15,5,25,Y2015,6,March,20.71414,0.36155088
Moromoro,900m,Transect2,MORMIDN024,P4,24C,Ctmin,7.4,16,6,26,Y2015,6,March,20.71414,0.36155088
Paccha,1700m,Transect2,PACHTN001,P6,28C,Ctmin,8.5,17,6,26,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN002,P6,28C,Ctmin,8.9,15,5,25,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN003,P6,28C,Ctmin,7.6,15,5,25,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN004,P6,28C,Ctmin,8.2,15,5,25,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN005,P6,28C,Ctmin,9,16,6,27,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN006,P6,28C,Ctmin,7.4,15,5,26,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN007,P6,28C,Ctmin,8.2,15,5,25,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN008,P6,28C,Ctmin,8.3,14,5,25,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN009,P6,28C,Ctmin,8.7,16,6,25,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN010,P6,28C,Ctmin,7.8,17,6,26,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN011,P6,28C,Ctmin,7.5,16,6,26,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN012,P6,28C,Ctmin,8.5,18,5,25,Y2015,10,February,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN013,P6,28C,Ctmin,8.1,14,5,25,Y2015,5,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN014,P6,28C,Ctmin,7.5,14,5,25,Y2015,5,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN015,P6,28C,Ctmin,9.7,14,5,25,Y2015,5,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN016,P6,28C,Ctmin,8.5,15,5,25,Y2015,5,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN017,P6,28C,Ctmin,9.2,15,5.5,26,Y2015,5,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN018,P6,28C,Ctmin,9.1,15,5,25,Y2015,5,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN019,P6,28C,Ctmin,7.8,15,5.5,25,Y2015,5,March,19.52651,0.02248857
Paccha,1700m,Transect2,PACHTN020,P6,28C,Ctmin,7.7,15,6,25,Y2015,5,March,19.52651,0.02248857
